Call_ID,new_id,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating,end_call
1420,600515,6005-OBZPH,Dan,1/26/2021,10:59:31 AM,1,1,Streaming,50,2:46,4,11:02:17 AM
1421,793223,7932-WPTDS,Joe,1/26/2021,11:19:41 AM,0,0,Admin Support,,,,11:19:41 AM
1422,272222,2722-VOJQL,Dan,1/26/2021,11:19:41 AM,1,1,Payment related,68,5:16,3,11:24:57 AM
1423,52285,5228-EXCET,Diane,1/26/2021,11:47:02 AM,1,1,Streaming,39,3:52,5,11:50:54 AM
1424,73946,7394-FKDNK,Diane,1/26/2021,11:47:02 AM,1,1,Contract related,78,6:35,4,11:53:37 AM
1425,633112,6331-LWDTQ,Diane,1/26/2021,12:48:58 PM,1,1,Streaming,106,1:52,3,12:50:50 PM
1426,15976,1597-FZREH,Becky,1/26/2021,12:48:58 PM,0,0,Streaming,,,,12:48:58 PM
1427,700023,7000-WCEVQ,Dan,1/26/2021,12:50:24 PM,1,1,Admin Support,66,0:44,3,12:51:08 PM
1428,7279,0727-IWKVK,Greg,1/26/2021,12:50:24 PM,1,1,Technical Support,120,4:21,5,12:54:45 PM
1429,59592,5959-BELXA,Stewart,1/26/2021,12:56:10 PM,1,1,Streaming,115,2:27,3,12:58:37 PM
1430,35129,3512-IZIKN,Stewart,1/26/2021,12:56:10 PM,1,1,Payment related,28,4:37,4,1:00:47 PM
1431,614115,6141-OOXUQ,Dan,1/26/2021,1:04:48 PM,1,1,Streaming,57,1:30,3,1:06:18 PM
1432,750326,7503-ZGUZJ,Diane,1/26/2021,1:04:48 PM,1,1,Streaming,110,5:17,2,1:10:05 PM
1433,250620,2506-TNFCO,Dan,1/26/2021,1:04:48 PM,1,1,Technical Support,103,2:51,4,1:07:39 PM
1434,871816,8718-PTMEZ,Jim,1/26/2021,1:04:48 PM,1,1,Technical Support,94,6:12,5,1:11:00 PM
1435,220715,2207-OBZNX,Jim,1/26/2021,2:08:10 PM,1,1,Streaming,61,4:47,5,2:12:57 PM
1436,614222,6142-VSJQO,Stewart,1/26/2021,2:08:10 PM,0,0,Streaming,,,,2:08:10 PM
1437,643721,6437-UKHMV,Jim,1/26/2021,2:18:14 PM,1,1,Streaming,77,4:26,2,2:22:40 PM
1438,11143,1114-CENIM,Greg,1/26/2021,2:18:14 PM,1,1,Contract related,56,3:44,4,2:21:58 PM
1439,60604,6060-DRTNL,Diane,1/26/2021,2:26:53 PM,1,1,Admin Support,65,6:42,5,2:33:35 PM
1440,847322,8473-VUVJN,Becky,1/26/2021,2:26:53 PM,1,1,Technical Support,99,5:42,3,2:32:35 PM
1441,62893,6289-CPNLD,Diane,1/26/2021,2:51:22 PM,1,1,Admin Support,40,4:48,3,2:56:10 PM
1442,553619,5536-SLHPM,Stewart,1/26/2021,2:51:22 PM,1,1,Payment related,110,5:20,3,2:56:42 PM
1443,19622,0196-VULGZ,Diane,1/26/2021,3:15:50 PM,1,1,Admin Support,109,0:52,1,3:16:42 PM
1444,883722,8837-VVWLQ,Martha,1/26/2021,3:15:50 PM,1,1,Contract related,116,5:08,3,3:20:58 PM
1445,269614,2696-NARTR,Martha,1/26/2021,3:21:36 PM,1,1,Streaming,82,2:18,2,3:23:54 PM
1446,761417,7614-QVWQL,Greg,1/26/2021,3:21:36 PM,1,1,Contract related,65,2:29,4,3:24:05 PM
1447,19763,1976-CFOCS,Dan,1/26/2021,3:25:55 PM,1,1,Contract related,24,3:29,4,3:29:24 PM
1448,463115,4631-OACRM,Diane,1/26/2021,3:25:55 PM,1,1,Payment related,125,1:22,5,3:27:17 PM
1449,375510,3755-JBMNH,Greg,1/26/2021,3:28:48 PM,1,1,Admin Support,87,1:04,5,3:29:52 PM
1450,634521,6345-ULYRW,Jim,1/26/2021,3:28:48 PM,1,1,Streaming,119,0:43,4,3:29:31 PM
1451,18094,1809-DMJHQ,Diane,1/26/2021,3:30:14 PM,1,1,Contract related,94,0:46,4,3:31:00 PM
1452,69235,6923-EFPNL,Dan,1/26/2021,3:30:14 PM,0,0,Payment related,,,,3:30:14 PM
1453,957418,9574-RKJIF,Dan,1/26/2021,3:37:26 PM,1,1,Payment related,19,5:37,1,3:43:03 PM
1454,261923,2619-WFQWU,Dan,1/26/2021,3:37:26 PM,1,1,Contract related,68,2:44,3,3:40:10 PM
1455,77814,0778-NELLA,Joe,1/26/2021,4:00:29 PM,1,1,Payment related,36,6:22,3,4:06:51 PM
1456,461414,4614-NUVZD,Martha,1/26/2021,4:00:29 PM,1,1,Payment related,50,1:06,4,4:01:35 PM
1457,380311,3803-KMQFW,Becky,1/26/2021,4:06:14 PM,0,0,Payment related,,,,4:06:14 PM
1458,68047,6804-GDMOI,Greg,1/26/2021,4:06:14 PM,1,1,Contract related,60,2:14,3,4:08:28 PM
1459,957213,9572-MTILT,Becky,1/26/2021,5:18:14 PM,1,1,Contract related,38,6:58,1,5:25:12 PM
1460,96113,9611-CTWIH,Becky,1/26/2021,5:18:14 PM,1,1,Contract related,115,6:15,3,5:24:29 PM
1461,3297,0329-GTIAJ,Dan,1/26/2021,5:52:48 PM,1,1,Streaming,82,6:37,1,5:59:25 PM
1462,66293,6629-CZTTH,Jim,1/26/2021,5:52:48 PM,1,1,Technical Support,34,4:18,2,5:57:06 PM
1463,53645,5364-EVNIB,Diane,1/27/2021,9:10:05 AM,1,1,Streaming,95,2:55,3,9:13:00 AM
1464,508719,5087-SUURX,Diane,1/27/2021,9:10:05 AM,1,1,Contract related,13,3:14,5,9:13:19 AM
1465,135,0013-EXCHZ,Becky,1/27/2021,9:38:53 AM,1,1,Technical Support,22,4:12,3,9:43:05 AM
1466,555022,5550-VFRLC,Greg,1/27/2021,9:38:53 AM,0,0,Streaming,,,,9:38:53 AM
1467,49292,4929-BSTRX,Martha,1/27/2021,9:41:46 AM,1,1,Admin Support,86,2:52,1,9:44:38 AM
1468,222526,2225-ZRGSG,Joe,1/27/2021,9:41:46 AM,1,1,Contract related,20,4:23,4,9:46:09 AM
1469,527125,5271-YNWVR,Greg,1/27/2021,9:54:43 AM,0,0,Payment related,,,,9:54:43 AM
1470,26571,2657-ALMWY,Martha,1/27/2021,9:54:43 AM,1,1,Contract related,36,4:21,4,9:59:04 AM
1471,633010,6330-JKLPC,Martha,1/27/2021,9:57:36 AM,1,1,Streaming,118,3:27,4,10:01:03 AM
1472,466715,4667-OHGKG,Stewart,1/27/2021,9:57:36 AM,1,1,Contract related,40,4:06,4,10:01:42 AM
1473,16608,1660-HSOOQ,Jim,1/27/2021,10:43:41 AM,1,1,Contract related,97,6:37,4,10:50:18 AM
1474,725321,7253-UVNDW,Martha,1/27/2021,10:43:41 AM,1,1,Contract related,75,2:50,4,10:46:31 AM
1475,722815,7228-OMTPN,Dan,1/27/2021,11:09:36 AM,1,1,Technical Support,61,2:39,3,11:12:15 AM
1476,62841,6284-AHOOQ,Dan,1/27/2021,11:09:36 AM,1,1,Streaming,125,6:05,5,11:15:41 AM
1477,234410,2344-JMOGN,Jim,1/27/2021,12:40:19 PM,0,0,Contract related,,,,12:40:19 PM
1478,37999,3799-ISUZQ,Dan,1/27/2021,12:40:19 PM,1,1,Technical Support,33,5:52,5,12:46:11 PM
1479,17948,1794-HBQTJ,Martha,1/27/2021,1:00:29 PM,0,0,Technical Support,,,,1:00:29 PM
1480,24606,2460-FPSYH,Martha,1/27/2021,1:00:29 PM,1,1,Streaming,50,3:51,5,1:04:20 PM
1481,48184,4818-DRBQT,Jim,1/27/2021,1:03:22 PM,1,1,Admin Support,114,4:21,3,1:07:43 PM
1482,13208,1320-HTRDR,Jim,1/27/2021,1:03:22 PM,0,0,Technical Support,,,,1:03:22 PM
1483,14931,1493-AMTIE,Dan,1/27/2021,1:07:41 PM,1,1,Streaming,58,2:01,4,1:09:42 PM
1484,64245,6424-ELEYH,Diane,1/27/2021,1:07:41 PM,1,1,Streaming,86,3:27,2,1:11:08 PM
1485,439118,4391-RESHN,Dan,1/27/2021,1:09:07 PM,1,1,Streaming,45,3:53,5,1:13:00 PM
1486,68212,6821-BUXUX,Dan,1/27/2021,1:09:07 PM,1,1,Streaming,84,2:33,2,1:11:40 PM
1487,50288,5028-HTLJB,Diane,1/27/2021,1:22:05 PM,1,1,Contract related,15,6:54,2,1:28:59 PM
1488,98017,9801-GDWGV,Stewart,1/27/2021,1:22:05 PM,1,1,Admin Support,47,4:07,2,1:26:12 PM
1489,232010,2320-JRSDE,Dan,1/27/2021,1:27:50 PM,1,1,Payment related,27,2:37,3,1:30:27 PM
1490,60123,0601-WZHJF,Martha,1/27/2021,1:27:50 PM,1,1,Admin Support,49,1:24,4,1:29:14 PM
1491,514323,5143-WMWOG,Joe,1/27/2021,1:52:19 PM,1,1,Contract related,50,1:45,4,1:54:04 PM
1492,539318,5393-RXQSZ,Greg,1/27/2021,1:52:19 PM,1,1,Streaming,87,5:01,2,1:57:20 PM
1493,23112,0231-LXVAP,Jim,1/27/2021,2:45:36 PM,1,1,Admin Support,87,6:34,3,2:52:10 PM
1494,944410,9444-JTXHZ,Jim,1/27/2021,2:45:36 PM,1,1,Payment related,15,5:58,3,2:51:34 PM
1495,55102,5510-BOIUJ,Dan,1/27/2021,2:54:14 PM,1,1,Technical Support,123,6:49,5,3:01:03 PM
1496,447111,4471-KXAUH,Becky,1/27/2021,2:54:14 PM,1,1,Payment related,32,4:42,3,2:58:56 PM
1497,763817,7638-QVMVY,Stewart,1/27/2021,3:21:36 PM,1,1,Payment related,10,1:25,5,3:23:01 PM
1498,32444,3244-DCJWY,Dan,1/27/2021,3:21:36 PM,1,1,Admin Support,19,4:43,2,3:26:19 PM
1499,8753,0875-CABNR,Becky,1/27/2021,3:23:02 PM,1,1,Admin Support,10,6:04,5,3:29:06 PM
1500,78126,7812-FZHPE,Diane,1/27/2021,3:23:02 PM,0,0,Streaming,,,,3:23:02 PM
1501,47971,4797-AXPXK,Stewart,1/27/2021,3:40:19 PM,1,1,Streaming,112,2:43,4,3:43:02 PM
1502,522916,5229-PRWKT,Becky,1/27/2021,3:40:19 PM,0,1,Contract related,10,3:42,4,3:44:01 PM
1503,698221,6982-UQZLY,Jim,1/27/2021,4:00:29 PM,1,1,Admin Support,26,1:56,2,4:02:25 PM
1504,505712,5057-LCOUI,Martha,1/27/2021,4:00:29 PM,1,1,Admin Support,96,6:29,4,4:06:58 PM
1505,1935,0193-ESZXP,Dan,1/27/2021,4:01:55 PM,1,1,Payment related,99,4:22,3,4:06:17 PM
1506,43698,4369-HTUIF,Greg,1/27/2021,4:01:55 PM,0,0,Technical Support,,,,4:01:55 PM
1507,1566,0156-FVPTA,Jim,1/27/2021,4:10:34 PM,1,1,Admin Support,77,3:15,5,4:13:49 PM
1508,19846,1984-FCOWB,Joe,1/27/2021,4:10:34 PM,1,1,Admin Support,16,5:21,4,4:15:55 PM
1509,6548,0654-HMSHN,Martha,1/27/2021,4:58:05 PM,1,1,Contract related,100,2:43,4,5:00:48 PM
1510,528717,5287-QWLKY,Jim,1/27/2021,4:58:05 PM,1,1,Contract related,27,5:09,3,5:03:14 PM
1511,519619,5196-SGOAK,Becky,1/27/2021,5:00:58 PM,1,1,Payment related,31,4:27,1,5:05:25 PM
1512,189121,1891-UAWWU,Joe,1/27/2021,5:00:58 PM,1,1,Contract related,33,6:32,2,5:07:30 PM
1513,610815,6108-OQZDQ,Jim,1/27/2021,5:12:29 PM,1,1,Streaming,107,3:07,4,5:15:36 PM
1514,36317,0363-QJVFX,Dan,1/27/2021,5:12:29 PM,1,1,Payment related,77,6:04,3,5:18:33 PM
1515,98404,9840-DVNDC,Jim,1/27/2021,5:18:14 PM,1,1,Streaming,28,3:04,5,5:21:18 PM
1516,309610,3096-JRDSO,Greg,1/27/2021,5:18:14 PM,0,0,Contract related,,,,5:18:14 PM
1517,804210,8042-JVNFH,Jim,1/27/2021,5:42:43 PM,1,1,Contract related,93,0:56,4,5:43:39 PM
1518,337412,3374-LXDEV,Martha,1/27/2021,5:42:43 PM,0,0,Technical Support,,,,5:42:43 PM
1519,50497,5049-GLYVG,Jim,1/28/2021,9:04:19 AM,1,1,Streaming,46,4:27,5,9:08:46 AM
1520,58837,5883-GTGVD,Joe,1/28/2021,9:04:19 AM,1,1,Streaming,14,5:41,3,9:10:00 AM
1521,481717,4817-QRJSX,Greg,1/28/2021,9:11:31 AM,1,1,Admin Support,58,4:57,3,9:16:28 AM
1522,239825,2398-YPMUR,Martha,1/28/2021,9:11:31 AM,1,1,Payment related,61,5:16,3,9:16:47 AM
1523,998513,9985-MWVIX,Martha,1/28/2021,9:12:58 AM,1,1,Payment related,38,6:24,4,9:19:22 AM
1524,126524,1265-XTECC,Martha,1/28/2021,9:12:58 AM,1,1,Payment related,39,5:36,3,9:18:34 AM
1525,223726,2237-ZFSMY,Stewart,1/28/2021,9:46:05 AM,1,1,Technical Support,87,1:34,4,9:47:39 AM
1526,487110,4871-JTKJF,Stewart,1/28/2021,9:46:05 AM,1,1,Technical Support,26,1:55,2,9:48:00 AM
1527,141525,1415-YFWLT,Greg,1/28/2021,10:04:48 AM,0,1,Technical Support,120,1:27,4,10:06:15 AM
1528,671122,6711-VTNRE,Dan,1/28/2021,10:04:48 AM,1,1,Payment related,123,1:57,4,10:06:45 AM
1529,350018,3500-RMZLT,Diane,1/28/2021,10:40:48 AM,1,1,Contract related,48,1:31,3,10:42:19 AM
1530,454819,4548-SDBKE,Diane,1/28/2021,10:40:48 AM,0,1,Streaming,58,2:35,1,10:43:23 AM
1531,806616,8066-POXGX,Martha,1/28/2021,10:52:19 AM,1,1,Contract related,90,4:45,3,10:57:04 AM
1532,414315,4143-OOBWZ,Dan,1/28/2021,10:52:19 AM,1,1,Payment related,104,6:11,5,10:58:30 AM
1533,78545,7854-EKTJL,Stewart,1/28/2021,11:06:43 AM,1,1,Streaming,41,3:08,4,11:09:51 AM
1534,91029,9102-IAYHT,Greg,1/28/2021,11:06:43 AM,1,1,Technical Support,26,1:47,5,11:08:30 AM
1535,342212,3422-LYEPQ,Becky,1/28/2021,11:21:07 AM,1,1,Payment related,66,5:44,4,11:26:51 AM
1536,26424,2642-DTVCO,Becky,1/28/2021,11:21:07 AM,1,1,Admin Support,65,1:51,5,11:22:58 AM
1537,436110,4361-JEIVL,Becky,1/28/2021,11:29:46 AM,1,1,Admin Support,22,5:02,3,11:34:48 AM
1538,136320,1363-TXLSL,Joe,1/28/2021,11:29:46 AM,0,1,Streaming,96,3:54,1,11:33:40 AM
1539,95075,9507-EXLTT,Diane,1/28/2021,11:54:14 AM,1,1,Technical Support,101,4:45,4,11:58:59 AM
1540,98467,9846-GKXAS,Becky,1/28/2021,11:54:14 AM,1,1,Admin Support,124,1:38,4,11:55:52 AM
1541,601716,6017-PPLPX,Dan,1/28/2021,11:55:41 AM,1,1,Contract related,28,5:25,3,12:01:06 PM
1542,713618,7136-RVDTZ,Becky,1/28/2021,11:55:41 AM,1,1,Contract related,90,3:49,3,11:59:30 AM
1543,458119,4581-SSPWD,Martha,1/28/2021,12:46:05 PM,1,1,Contract related,111,3:55,5,12:50:00 PM
1544,692723,6927-WTFIV,Becky,1/28/2021,12:46:05 PM,1,1,Streaming,123,0:41,4,12:46:46 PM
1545,339826,3398-ZOUAA,Jim,1/28/2021,1:00:29 PM,0,0,Contract related,,,,1:00:29 PM
1546,37814,0378-NHQXU,Dan,1/28/2021,1:00:29 PM,1,1,Streaming,101,5:22,4,1:05:51 PM
1547,451226,4512-ZUIYL,Joe,1/28/2021,1:17:46 PM,1,1,Admin Support,44,2:09,5,1:19:55 PM
1548,79691,7969-AULMZ,Stewart,1/28/2021,1:17:46 PM,1,1,Streaming,10,1:51,3,1:19:37 PM
1549,56815,0568-ONFPC,Diane,1/28/2021,1:19:12 PM,1,1,Streaming,45,3:26,1,1:22:38 PM
1550,73322,0733-VUNUW,Stewart,1/28/2021,1:19:12 PM,1,1,Technical Support,24,2:16,4,1:21:28 PM
1551,45505,4550-EVXNY,Joe,1/28/2021,2:18:14 PM,1,1,Payment related,70,5:53,1,2:24:07 PM
1552,296819,2968-SSGAA,Martha,1/28/2021,2:18:14 PM,1,1,Streaming,101,5:52,5,2:24:06 PM
1553,484410,4844-JJWUY,Dan,1/28/2021,2:19:41 PM,1,1,Streaming,23,3:16,3,2:22:57 PM
1554,677720,6777-TGHTM,Joe,1/28/2021,2:19:41 PM,0,1,Contract related,86,3:51,3,2:23:32 PM
1555,353823,3538-WZPHD,Dan,1/28/2021,2:32:38 PM,1,1,Admin Support,25,2:15,2,2:34:53 PM
1556,478517,4785-QRJHC,Jim,1/28/2021,2:32:38 PM,1,1,Admin Support,46,2:57,4,2:35:35 PM
1557,861023,8610-WFCJF,Diane,1/28/2021,2:57:07 PM,1,1,Streaming,45,3:52,4,3:00:59 PM
1558,490510,4905-JEFDW,Becky,1/28/2021,2:57:07 PM,0,0,Technical Support,,,,2:57:07 PM
1559,78819,7881-INRLC,Greg,1/28/2021,3:53:17 PM,1,1,Technical Support,93,6:31,3,3:59:48 PM
1560,11712,0117-LFRMW,Joe,1/28/2021,3:53:17 PM,1,1,Payment related,61,2:01,1,3:55:18 PM
1561,61726,6172-FECYY,Diane,1/28/2021,4:13:26 PM,0,0,Streaming,,,,4:13:26 PM
1562,19651,1965-AKTSX,Jim,1/28/2021,4:13:26 PM,1,1,Streaming,66,2:36,3,4:16:02 PM
1563,478621,4786-UKSNZ,Greg,1/28/2021,4:19:12 PM,1,1,Contract related,29,4:35,3,4:23:47 PM
1564,724822,7248-VZQLC,Greg,1/28/2021,4:19:12 PM,1,1,Admin Support,67,6:42,2,4:25:54 PM
1565,119,0011-IGKFF,Dan,1/28/2021,4:40:48 PM,1,1,Contract related,94,1:43,4,4:42:31 PM
1566,41927,4192-GORJT,Joe,1/28/2021,4:40:48 PM,0,1,Streaming,80,5:00,4,4:45:48 PM
1567,649619,6496-SLWHQ,Dan,1/28/2021,5:03:50 PM,1,1,Payment related,27,3:16,4,5:07:06 PM
1568,99127,9912-GVSEQ,Dan,1/28/2021,5:03:50 PM,1,1,Streaming,41,3:17,4,5:07:07 PM
1569,538313,5383-MMTWC,Martha,1/28/2021,5:16:48 PM,1,1,Technical Support,84,4:17,4,5:21:05 PM
1570,72405,7240-ETPTR,Greg,1/28/2021,5:16:48 PM,1,1,Contract related,121,1:57,4,5:18:45 PM
1571,22023,2202-CUYXZ,Diane,1/28/2021,5:52:48 PM,1,1,Payment related,61,0:43,1,5:53:31 PM
1572,599515,5995-OIGLP,Martha,1/28/2021,5:52:48 PM,0,0,Admin Support,,,,5:52:48 PM
1573,626118,6261-RCVNS,Diane,1/28/2021,6:00:00 PM,1,1,Payment related,54,6:11,2,6:06:11 PM
1574,795117,7951-QKZPL,Stewart,1/28/2021,6:00:00 PM,1,1,Streaming,82,5:46,5,6:05:46 PM
1575,364016,3640-PHQXK,Greg,1/29/2021,9:02:53 AM,1,1,Admin Support,55,3:08,4,9:06:01 AM
1576,687712,6877-LGWXO,Jim,1/29/2021,9:02:53 AM,0,0,Admin Support,,,,9:02:53 AM
1577,80195,8019-ENHXU,Dan,1/29/2021,9:08:38 AM,1,1,Payment related,87,1:09,5,9:09:47 AM
1578,51677,5167-GBFRE,Greg,1/29/2021,9:08:38 AM,0,0,Payment related,,,,9:08:38 AM
1579,90335,9033-EOXWV,Greg,1/29/2021,9:20:10 AM,1,1,Admin Support,22,4:57,3,9:25:07 AM
1580,132414,1324-NLTJE,Stewart,1/29/2021,9:20:10 AM,0,0,Payment related,,,,9:20:10 AM
1581,152222,1522-VVDMG,Dan,1/29/2021,9:57:36 AM,1,1,Streaming,95,1:46,5,9:59:22 AM
1582,918520,9185-TQCVP,Dan,1/29/2021,9:57:36 AM,1,1,Technical Support,23,6:15,4,10:03:51 AM
1583,556723,5567-WSELE,Greg,1/29/2021,10:20:38 AM,1,1,Admin Support,43,2:05,4,10:22:43 AM
1584,806318,8063-RJYNF,Becky,1/29/2021,10:20:38 AM,0,0,Payment related,,,,10:20:38 AM
1585,68726,0687-ZVTHB,Joe,1/29/2021,10:29:17 AM,1,1,Contract related,118,4:03,3,10:33:20 AM
1586,96611,9661-ACXBS,Jim,1/29/2021,10:29:17 AM,1,1,Payment related,94,1:12,3,10:30:29 AM
1587,372718,3727-RJMEO,Diane,1/29/2021,10:50:53 AM,1,1,Technical Support,59,4:55,4,10:55:48 AM
1588,664622,6646-VRFOL,Jim,1/29/2021,10:50:53 AM,0,0,Technical Support,,,,10:50:53 AM
1589,56859,5685-IIXLY,Stewart,1/29/2021,10:52:19 AM,1,1,Admin Support,92,3:13,5,10:55:32 AM
1590,425026,4250-ZBWLV,Jim,1/29/2021,10:52:19 AM,1,1,Technical Support,51,2:40,2,10:54:59 AM
1591,50951,5095-AESKG,Diane,1/29/2021,11:57:07 AM,0,0,Payment related,,,,11:57:07 AM
1592,187113,1871-MOWRM,Greg,1/29/2021,11:57:07 AM,1,1,Technical Support,11,4:23,5,12:01:30 PM
1593,202715,2027-OAQQC,Joe,1/29/2021,12:44:38 PM,1,1,Payment related,62,2:21,1,12:46:59 PM
1594,909019,9090-SGQXL,Joe,1/29/2021,12:44:38 PM,1,1,Technical Support,122,4:58,3,12:49:36 PM
1595,659525,6595-YGXIT,Dan,1/29/2021,12:46:05 PM,1,1,Streaming,37,5:23,3,12:51:28 PM
1596,983526,9835-ZIITK,Stewart,1/29/2021,12:46:05 PM,0,1,Payment related,42,3:37,4,12:49:42 PM
1597,15554,1555-DJEQW,Diane,1/29/2021,12:51:50 PM,1,1,Technical Support,112,4:29,3,12:56:19 PM
1598,564920,5649-TJHOV,Martha,1/29/2021,12:51:50 PM,1,1,Payment related,98,3:09,4,12:54:59 PM
1599,51924,0519-XUZJU,Stewart,1/29/2021,12:51:50 PM,1,1,Payment related,105,3:13,2,12:55:03 PM
1600,63381,6338-AVWCY,Diane,1/29/2021,12:51:50 PM,1,1,Technical Support,78,3:03,5,12:54:53 PM
1601,925317,9253-QXKBE,Martha,1/29/2021,1:00:29 PM,1,1,Contract related,68,0:45,4,1:01:14 PM
1602,944519,9445-SZLCH,Jim,1/29/2021,1:00:29 PM,1,1,Contract related,17,5:47,3,1:06:16 PM
1603,756816,7568-PODML,Diane,1/29/2021,1:04:48 PM,1,1,Admin Support,23,1:20,4,1:06:08 PM
1604,53499,5349-IECLD,Diane,1/29/2021,1:04:48 PM,1,1,Admin Support,39,1:09,1,1:05:57 PM
1605,39457,3945-GFWQL,Greg,1/29/2021,1:12:00 PM,1,1,Contract related,102,4:45,3,1:16:45 PM
1606,379722,3797-VTIDR,Dan,1/29/2021,1:12:00 PM,0,1,Admin Support,75,5:30,3,1:17:30 PM
1607,95262,9526-BIHHD,Becky,1/29/2021,1:37:55 PM,1,1,Contract related,14,2:10,4,1:40:05 PM
1608,452323,4523-WXCEF,Dan,1/29/2021,1:37:55 PM,1,1,Payment related,77,2:36,3,1:40:31 PM
1609,836420,8364-TRMMK,Diane,1/29/2021,2:11:02 PM,0,1,Streaming,83,0:34,4,2:11:36 PM
1610,306317,3063-QFSZL,Stewart,1/29/2021,2:11:02 PM,0,0,Technical Support,,,,2:11:02 PM
1611,877512,8775-LHDJH,Stewart,1/29/2021,2:32:38 PM,0,0,Contract related,,,,2:32:38 PM
1612,309714,3097-NQYSN,Dan,1/29/2021,2:32:38 PM,1,1,Admin Support,65,5:13,5,2:37:51 PM
1613,356521,3565-UNOCC,Becky,1/29/2021,2:49:55 PM,1,1,Contract related,23,0:45,4,2:50:40 PM
1614,92496,9249-FXSCK,Jim,1/29/2021,2:49:55 PM,1,1,Streaming,34,3:54,3,2:53:49 PM
1615,549319,5493-SDRDQ,Diane,1/29/2021,3:08:38 PM,1,1,Technical Support,45,5:51,3,3:14:29 PM
1616,87121,0871-URUWO,Diane,1/29/2021,3:08:38 PM,1,1,Technical Support,29,4:48,3,3:13:26 PM
1617,919013,9190-MFJLN,Stewart,1/29/2021,3:21:36 PM,1,1,Contract related,84,6:43,3,3:28:19 PM
1618,109510,1095-JUDTC,Joe,1/29/2021,3:21:36 PM,0,1,Payment related,105,2:23,3,3:23:59 PM
1619,87022,0870-VEMYL,Diane,1/29/2021,3:44:38 PM,1,1,Payment related,75,4:18,2,3:48:56 PM
1620,538519,5385-SUIRI,Jim,1/29/2021,3:44:38 PM,1,1,Contract related,20,6:53,3,3:51:31 PM
1621,398224,3982-XWFZQ,Greg,1/29/2021,3:46:05 PM,1,1,Admin Support,88,5:50,5,3:51:55 PM
1622,40091,4009-ALQFH,Stewart,1/29/2021,3:46:05 PM,1,1,Technical Support,93,3:09,5,3:49:14 PM
1623,36276,3627-FCRDW,Dan,1/29/2021,3:51:50 PM,1,1,Technical Support,65,1:48,3,3:53:38 PM
1624,75627,7562-GSUHK,Becky,1/29/2021,3:51:50 PM,0,0,Payment related,,,,3:51:50 PM
1625,490321,4903-UYAVB,Joe,1/29/2021,4:10:34 PM,0,0,Streaming,,,,4:10:34 PM
1626,677620,6776-TLWOI,Joe,1/29/2021,4:10:34 PM,0,0,Technical Support,,,,4:10:34 PM
1627,40773,4077-CROMM,Greg,1/29/2021,5:12:29 PM,0,1,Payment related,124,4:18,5,5:16:47 PM
1628,286813,2868-MZAGQ,Martha,1/29/2021,5:12:29 PM,1,1,Contract related,44,2:37,4,5:15:06 PM
1629,484717,4847-QNOKA,Greg,1/29/2021,5:41:17 PM,1,1,Admin Support,28,0:39,4,5:41:56 PM
1630,637918,6379-RXJRQ,Diane,1/29/2021,5:41:17 PM,0,1,Streaming,43,2:08,4,5:43:25 PM
1631,865018,8650-RHRKE,Stewart,1/29/2021,5:52:48 PM,0,0,Technical Support,,,,5:52:48 PM
1632,47518,0475-RIJEP,Stewart,1/29/2021,5:52:48 PM,1,1,Admin Support,53,1:44,4,5:54:32 PM
1633,126020,1260-TTRXI,Diane,1/30/2021,9:05:46 AM,1,1,Contract related,84,1:42,4,9:07:28 AM
1634,632826,6328-ZPBGN,Becky,1/30/2021,9:05:46 AM,1,1,Payment related,84,4:58,5,9:10:44 AM
1635,478911,4789-KWMXN,Dan,1/30/2021,9:47:31 AM,1,1,Admin Support,12,5:56,5,9:53:27 AM
1636,286721,2867-UIMSS,Jim,1/30/2021,9:47:31 AM,1,1,Contract related,85,3:42,3,9:51:13 AM
1637,811118,8111-RKSPX,Diane,1/30/2021,9:53:17 AM,1,1,Streaming,124,1:01,4,9:54:18 AM
1638,158513,1585-MQSSU,Becky,1/30/2021,9:53:17 AM,0,1,Payment related,92,2:01,5,9:55:18 AM
1639,285614,2856-NNASM,Stewart,1/30/2021,10:07:41 AM,1,1,Technical Support,116,3:30,1,10:11:11 AM
1640,85593,8559-CIZFV,Joe,1/30/2021,10:07:41 AM,1,1,Streaming,118,2:46,2,10:10:27 AM
1641,75475,7547-EKNFS,Greg,1/30/2021,10:09:07 AM,1,1,Technical Support,99,2:32,2,10:11:39 AM
1642,67694,6769-DYBQN,Joe,1/30/2021,10:09:07 AM,1,1,Payment related,77,4:24,4,10:13:31 AM
1643,443910,4439-JMPMT,Jim,1/30/2021,10:27:50 AM,1,1,Technical Support,57,4:26,5,10:32:16 AM
1644,24462,2446-BEGGB,Martha,1/30/2021,10:27:50 AM,1,1,Streaming,113,2:34,3,10:30:24 AM
1645,14967,1496-GGSUK,Becky,1/30/2021,10:40:48 AM,1,1,Payment related,22,0:43,3,10:41:31 AM
1646,25757,2575-GFSOE,Diane,1/30/2021,10:40:48 AM,1,1,Payment related,20,4:58,4,10:45:46 AM
1647,284210,2842-JTCCU,Dan,1/30/2021,11:12:29 AM,0,0,Streaming,,,,11:12:29 AM
